parentclass,subclass,caption,document name,field,Path
Graphs and Tables,Description,2014,Dieulouard BURGEAPdimensionnementpilote.pdf,Dieulouard,/database/Graphs and Tables/Description/Dieulouard BURGEAPdimensionnementpilote-Table12-1.png
Graphs and Tables,Description,Tableau 16 : Caractéristiques et localisation des investigations sur l’air ambiant,Diagenv- Dieulouard (54)-VF.pdf,Dieulouard,/database/Graphs and Tables/Description/Diagenv- Dieulouard (54)-VF-Table16-1.png
Graphs and Tables,Description,,SNCF Sibelin-Rapport_pilote_V1.pdf,Sibelin,/database/Graphs and Tables/Description/SNCF Sibelin-Rapport_pilote_V1-Table4-1.png
Graphs and Tables,Description,Tableau 13 : Relevés piézométriques du 21 août 2012- piézomètres de surveillance du site UFP,Diagenv- Dieulouard (54)-VF.pdf,Dieulouard,/database/Graphs and Tables/Description/Diagenv- Dieulouard (54)-VF-Table13-1.png
Graphs and Tables,Description,Table 3.1. Summary of the results of the plant growth tests (total soil As content and soil pH are shown between brackets).,La Combe du Saut Phytostabilization_Hasselt_IRH.pdf,ADEME,/database/Graphs and Tables/Description/La Combe du Saut Phytostabilization_Hasselt_IRH-Table3.1-1.png
Graphs and Tables,Description,,06 - SA15-104 Rapport Final lavage.pdf,,/database/Graphs and Tables/Description/06 - SA15-104 Rapport Final lavage-TableVII-1.png
Graphs and Tables,Description,"Tableau 3: Dépressions mesurées sur les ouvrages de contrôle vacuum in situ de SITA Remédiation sur le site RENAULT de Flins, en présence de la MOE (Source : ATOS Environnement, décembre 2006)",rapport Moe 3 provisoire 20061219-ATT00379.pdf,Flins_rapport Moe 3 provisoire 20061219-ATT00379_Flins_BC1BC2,/database/Graphs and Tables/Description/rapport Moe 3 provisoire 20061219-ATT00379-Table3-1.png
Graphs and Tables,Description,"FIGURE 17- RESPIROMETRIE DU SOL EN 2015, 2016 ET 2017",S0223-17-01 Rapport de suivi de la qualité des sols 2018-02-15.compresse....pdf,Grande-Synthe,/database/Graphs and Tables/Description/S0223-17-01 Rapport de suivi de la qualité des sols 2018-02-15.compresse...-Figure17-1.png
Graphs and Tables,Description,Tableau 25 : Avantages et inconvénients – traitement hors site scénario 1 : excavation de la source,Dieulouard BURGEAPdimensionnementpilote.pdf,Dieulouard,/database/Graphs and Tables/Description/Dieulouard BURGEAPdimensionnementpilote-Table25-1.png
Graphs and Tables,Description,,Diagenv- Dieulouard (54)-VF.pdf,Dieulouard,/database/Graphs and Tables/Description/Diagenv- Dieulouard (54)-VF-Table2-1.png
Graphs and Tables,Description,Table 4.6. Composition of the seed mixture recommended for the full-scale phytostabilization,La Combe du Saut Phytostabilization_Hasselt_IRH.pdf,ADEME,/database/Graphs and Tables/Description/La Combe du Saut Phytostabilization_Hasselt_IRH-Table4.6-1.png
Graphs and Tables,Description,,06 - SA15-104 Rapport Final lavage.pdf,,/database/Graphs and Tables/Description/06 - SA15-104 Rapport Final lavage-TableIV-1.png
Graphs and Tables,Description,"Figure 4. Comparaison de la structure des communautés bactériennes dans les échantillons analysés par la technologie des puces à ADN. Sur le graphique ci-dessus sont représentées les intensités de signal d’hybridation de chacune des 3300 sondes (rond noir) dans un échantillon en fonction de l’autre. Les échantillons présentant le plus de similarité sont le « Blanc » et le « SD8 ». L’échantillon SD9 (4-6) est celui présentant le plus de différences, en terme de structure bactérienne, avec les autres échantillons.",URS PAR-RAP-10-03122B SNCF In-Situ Le Mans Diagno.pdf,Le Man Rapports finaux Le Mans,/database/Graphs and Tables/Description/URS PAR-RAP-10-03122B SNCF In-Situ Le Mans Diagno-Figure4-1.png
Graphs and Tables,Description,FIGURE 17 : COURBE SPECIFIQUE PZ131,P16SSPET1048-Rapport_Chinon_AMI-A200-A210-A220-EDF-indB-BPO-Annexes.pdf,Chinon,/database/Graphs and Tables/Description/P16SSPET1048-Rapport_Chinon_AMI-A200-A210-A220-EDF-indB-BPO-Annexes-Figure17-1.png
Graphs and Tables,Description,FIGURE 10 RABATTEMENT CORRIGE EN NPZ4,S0223-01-01 Rapport d'installation du pilote.pdf,Grande-Synthe,/database/Graphs and Tables/Description/S0223-01-01 Rapport d'installation du pilote-Figure10-1.png
Graphs and Tables,Description,"Figure 5 : Transect recoupant l'usine RENAULT et ses puits de pompage – Évolution du potentiel dans l'aquifère lié à la marée à (par rapport à la berge et perpendiculairement à celle-ci) 70 m (marron), 179 m (noir), 307 m (rouge), 645 m sous l'usine (parme), 832 m (rose) et 1042 m (bleu), au niveau de la surface libre de la nappe",PF105-021-R02-modele-cleon-rapport-etape-2.pdf,Cléon,/database/Graphs and Tables/Description/PF105-021-R02-modele-cleon-rapport-etape-2-Figure5-1.png
Graphs and Tables,Description,Figure 7 : Transect partant de l'Est du parc à copeaux et terminant à l'Ouest du puits de pompage F3 – Évolution du potentiel dans l'aquifère liée à la marée en différents points sur ce transect ainsi qu'au niveau des puits de pompages F3 et F4 et aux deux points les plus proches des berges sur les transects parc à copeaux et Usine,PF105-021-R02-modele-cleon-rapport-etape-2.pdf,Cléon,/database/Graphs and Tables/Description/PF105-021-R02-modele-cleon-rapport-etape-2-Figure7-1.png
Graphs and Tables,Description,Tableau 1 : Codification selon la norme NFX31-620 – version août 2016,A88972_PlanGestion_TRW_StJeanDeLaRuelle_vC_sans annexes.pdf,Saint-Jean-de-La-Ruelle,/database/Graphs and Tables/Description/A88972_PlanGestion_TRW_StJeanDeLaRuelle_vC_sans annexes-Table1-1.png
Graphs and Tables,Description,Tableau 31 : Bilan coûts-Avantages,Dieulouard BURGEAPdimensionnementpilote.pdf,Dieulouard,/database/Graphs and Tables/Description/Dieulouard BURGEAPdimensionnementpilote-Table31-1.png
Graphs and Tables,Description,,URS PAR-RAP-10-03122B SNCF In-Situ Le Mans Diagno.pdf,Le Mans,/database/Graphs and Tables/Description/URS PAR-RAP-10-03122B SNCF In-Situ Le Mans Diagno-Table3-1.png
Graphs and Tables,Description,Tableau VI : suivi des températures (ouvrages de contrôle) - effets rebonds,06 - SA15-104 Rapport Final lavage.pdf,Sotteville-lès-Rouen,/database/Graphs and Tables/Description/06 - SA15-104 Rapport Final lavage-TableVI-1.png
Graphs and Tables,Description,"FIGURE 15- REPRESENTATION SEMI-QUANTITATIVE DE L’EVOLUTION DE LA DIVERSITE DES BIOMARQUEURS DANS LES ECHANTILLONS ENTRE 2011, 2015 ET 2016",S0223-17-01 Rapport de suivi de la qualité des sols 2018-02-15.compresse....pdf,Grande-Synthe,/database/Graphs and Tables/Description/S0223-17-01 Rapport de suivi de la qualité des sols 2018-02-15.compresse...-Figure15-1.png
Graphs and Tables,Description,FIGURE 8- EVOLUTION DE LA DCO ET DE LA DBO EN ENTREE ET SORTIE DE STATION,S0223-16-01 Note de suivi 2018-03.compressed.pdf,Grande-Synthe,/database/Graphs and Tables/Description/S0223-16-01 Note de suivi 2018-03.compressed-Figure8-1.png
Graphs and Tables,Description,Figure 2 : Infiltration efficace sur la boucle de Cléon - Chronique annuelle sur 20 années depuis 1986 jusqu'en 2005.,PF105-021-R02-modele-cleon-rapport-etape-2.pdf,Cléon,/database/Graphs and Tables/Description/PF105-021-R02-modele-cleon-rapport-etape-2-Figure2-1.png
Graphs and Tables,Description,Figure 10 : Evolution des niveaux piézométriques,RAPPORT_7852-2_SERPOL_SNCF_NANTES_VA.pdf,Nantes,/database/Graphs and Tables/Description/RAPPORT_7852-2_SERPOL_SNCF_NANTES_VA-Figure10-1.png
Graphs and Tables,Description,Tableau 12 : Caractéristiques des 3 piézomètres,Diagenv- Dieulouard (54)-VF.pdf,Dieulouard,/database/Graphs and Tables/Description/Diagenv- Dieulouard (54)-VF-Table12-1.png
Graphs and Tables,Description,Tableau 6 : Taux d’humidité des sols après injection,RAPPORT_7852-2_SERPOL_SNCF_NANTES_VA.pdf,Nantes,/database/Graphs and Tables/Description/RAPPORT_7852-2_SERPOL_SNCF_NANTES_VA-Table6-1.png
Graphs and Tables,Description,Tableau 15 : Caractéristiques et localisation des investigations sur les gaz souterrains,Diagenv- Dieulouard (54)-VF.pdf,Dieulouard,/database/Graphs and Tables/Description/Diagenv- Dieulouard (54)-VF-Table15-1.png
Graphs and Tables,Description,Figure 7 - Evolution du niveau de la Loire à Langeais entre janvier et juin 2017,P16SSPET1048-Rapport_Chinon_AMI-A200-A210-A220-EDF-indB-BPO-ss-annexes.pdf,Chinon,/database/Graphs and Tables/Description/P16SSPET1048-Rapport_Chinon_AMI-A200-A210-A220-EDF-indB-BPO-ss-annexes-Figure7-1.png
Graphs and Tables,Description,Tableau 2: Codification des échantillons pour les analyses de l’état initial,RESI MS 00926-02 - SNCF - Lyon Sibelin-v2.pdf,Sibelin,/database/Graphs and Tables/Description/RESI MS 00926-02 - SNCF - Lyon Sibelin-v2-Table2-1.png
Graphs and Tables,Description,Tableau 3 : Bilan des forages,PT RENAULT sparging-V1.pdf,Flins_situation à fin mars et propo SITA_Flins_BC1BC2,/database/Graphs and Tables/Description/PT RENAULT sparging-V1-Table3-1.png
Graphs and Tables,Description,Tableau 4 : Mesure des caractéristiques hydrauliques de l’aquifère,RESI MS 00923-01 - SNCF - Nantes.pdf,Nantes,/database/Graphs and Tables/Description/RESI MS 00923-01 - SNCF - Nantes-Table4-1.png
Graphs and Tables,Description,Figure 4,05 - SA15-104 Rapport Final Pilote.pdf,Sotteville-lès-Rouen,/database/Graphs and Tables/Description/05 - SA15-104 Rapport Final Pilote-Figure4-1.png
Graphs and Tables,Description,FIGURE 18: GRAPHIQUES ESSAI DE POMPAGE LONGUE-DUREE,P16SSPET1048-Rapport_Chinon_AMI-A200-A210-A220-EDF-indB-BPO-Annexes.pdf,Chinon,/database/Graphs and Tables/Description/P16SSPET1048-Rapport_Chinon_AMI-A200-A210-A220-EDF-indB-BPO-Annexes-Figure18-1.png
Graphs and Tables,Description,Tableau 2 : Test par paliers sur V1-A1,SNCF Sibelin-Rapport_pilote_V1.pdf,Sibelin,/database/Graphs and Tables/Description/SNCF Sibelin-Rapport_pilote_V1-Table2-1.png
Graphs and Tables,Description,FIGURE 14- REPRESENTATION SEMI-QUANTITATIVE DE L’EVOLUTION DE LA DIVERSITE DES BIOMARQUEURS DANS LES ECHANTILLONS ENTRE 2011 ET 2015,S0223-07-01 Rapport de suivi de la qualité des sols 2015-09-11.pdf,Grande-Synthe,/database/Graphs and Tables/Description/S0223-07-01 Rapport de suivi de la qualité des sols 2015-09-11-Figure14-1.png
Graphs and Tables,Description,"Figure 3 : Transect recoupant le parc à copeaux – Évolution du potentiel dans l'aquifère lié à la marée à (par rapport à la berge et perpendiculairement à celleci) 69 m (noir), 169 m (vert), 310 m (orange) 423 m (parme), 691 m sous le parc à copeaux (noir), 818 m (bleu clair) et 975 m (bleu foncé), au niveau de la surface libre de la nappe",PF105-021-R02-modele-cleon-rapport-etape-2.pdf,Cléon,/database/Graphs and Tables/Description/PF105-021-R02-modele-cleon-rapport-etape-2-Figure3-1.png
Graphs and Tables,Description,Tableau 28 : note attribuée à chaque solution pour le critère « délai de traitement »,Dieulouard BURGEAPdimensionnementpilote.pdf,Dieulouard,/database/Graphs and Tables/Description/Dieulouard BURGEAPdimensionnementpilote-Table28-1.png
Graphs and Tables,Description,Tableau 11 : Piézairs mis en place,Dieulouard BURGEAPdimensionnementpilote.pdf,Dieulouard,/database/Graphs and Tables/Description/Dieulouard BURGEAPdimensionnementpilote-Table11-1.png
Graphs and Tables,Description,Tableau 4 : Résultats des tests Porchet dans les sols superficiels,RAPPORT_7852-2_SERPOL_SNCF_NANTES_VA.pdf,Nantes,/database/Graphs and Tables/Description/RAPPORT_7852-2_SERPOL_SNCF_NANTES_VA-Table4-1.png
Graphs and Tables,Description,5,B-Rapport phases2&3-V3_Flins_BC1BC2.pdf,Flins,/database/Graphs and Tables/Description/B-Rapport phases2&3-V3_Flins_BC1BC2-Table12-1.png
Graphs and Tables,Description,Tableau 32 : Présentation de l’essai pilote en vue du dimensionnement du traitement à l’échelle du site,Dieulouard BURGEAPdimensionnementpilote.pdf,Dieulouard,/database/Graphs and Tables/Description/Dieulouard BURGEAPdimensionnementpilote-Table32-1.png
Graphs and Tables,Description,Tableau 2 Résultats des analyses qPCR (présence) ADN S4a S12a R 2,ENOVERAP040_TRW_1212v2.pdf,Saint-Jean-de-La-Ruelle,/database/Graphs and Tables/Description/ENOVERAP040_TRW_1212v2-Table2-1.png
Graphs and Tables,Description,Tableau 3: Codification des échantillons pour les analyses de biodégradation et d’oxydation,RESI MS 00923-01 - SNCF - Nantes.pdf,Nantes,/database/Graphs and Tables/Description/RESI MS 00923-01 - SNCF - Nantes-Table3-1.png
Graphs and Tables,Description,Tableau 21 : Budget de la solution de traitement par écrémage en tranchée avec rabattement de nappe,Dieulouard BURGEAPdimensionnementpilote.pdf,Dieulouard,/database/Graphs and Tables/Description/Dieulouard BURGEAPdimensionnementpilote-Table21-1.png
Graphs and Tables,Description,"Table 3.3. Classification of bean plant responses into phytotoxicity classes, depending on the magnitude of the effect. Ranges apply to the relative (percentage) values of the results as compared to the control values (control= responses on OECD soil).",La Combe du Saut Phytostabilization_Hasselt_IRH.pdf,ADEME,/database/Graphs and Tables/Description/La Combe du Saut Phytostabilization_Hasselt_IRH-Table3.3-1.png
Graphs and Tables,Description,Tableau 1 : Mode d’élimination des déchets,SolEnv_ADEME Dieulouard (54)_DOE vC_VF.pdf,Dieulouard,/database/Graphs and Tables/Description/SolEnv_ADEME Dieulouard (54)_DOE vC_VF-Table1-1.png
Graphs and Tables,Description,Tableau XII : suivi des niveaux d'eau (ouvrages de contrôle) - effets rebonds,06 - SA15-104 Rapport Final lavage.pdf,Sotteville-lès-Rouen,/database/Graphs and Tables/Description/06 - SA15-104 Rapport Final lavage-TableXII-1.png
Graphs and Tables,Description,FIGURE 22 : DONNEES BRUTES BAIL-DOWN TEST,P16SSPET1048-Rapport_Chinon_AMI-A200-A210-A220-EDF-indB-BPO-Annexes.pdf,Chinon,/database/Graphs and Tables/Description/P16SSPET1048-Rapport_Chinon_AMI-A200-A210-A220-EDF-indB-BPO-Annexes-Figure22-1.png
Graphs and Tables,Description,Tableau 8: Résultats de la recherche d alkB,Annexe 3 - Extrait rapport de faisabilité - BURGEAP - 2012 .pdf,Sibelin,/database/Graphs and Tables/Description/Annexe 3 - Extrait rapport de faisabilité - BURGEAP - 2012 -Table8-1.png
Graphs and Tables,Description,or seed mixture) on the different field plots,La Combe du Saut Phytostabilization_Hasselt_IRH.pdf,ADEME,/database/Graphs and Tables/Description/La Combe du Saut Phytostabilization_Hasselt_IRH-Table4.2-1.png
Graphs and Tables,Description,"Figure 7 Mesures de la consommation en dioxygène par respirométrie pour les conditions Témoin, Amendé et Tamponné (S4a et P16FB)",ENOVERAP040_TRW_1212v2.pdf,Saint-Jean-de-La-Ruelle,/database/Graphs and Tables/Description/ENOVERAP040_TRW_1212v2-Figure7-1.png
Graphs and Tables,Description,Tableau 2 : Mesures piézométriques,RAPPORT_7852-2_SERPOL_SNCF_NANTES_VA.pdf,Nantes,/database/Graphs and Tables/Description/RAPPORT_7852-2_SERPOL_SNCF_NANTES_VA-Table2-1.png
Graphs and Tables,Description,Figure 8 : Rabattement en fonction de la distance au puits de pompage,RAPPORT_7852-2_SERPOL_SNCF_NANTES_VA.pdf,Nantes,/database/Graphs and Tables/Description/RAPPORT_7852-2_SERPOL_SNCF_NANTES_VA-Figure8-1.png
Graphs and Tables,Description,Tableau 2: Codification des échantillons pour les analyses de l’état initial,RESI MS 00923-01 - SNCF - Nantes.pdf,Nantes,/database/Graphs and Tables/Description/RESI MS 00923-01 - SNCF - Nantes-Table2-1.png
Graphs and Tables,Description,Figure 8 - Evolution du niveau de la Loire à Langeais entre mai et juin 2017,P16SSPET1048-Rapport_Chinon_AMI-A200-A210-A220-EDF-indB-BPO-ss-annexes.pdf,Chinon,/database/Graphs and Tables/Description/P16SSPET1048-Rapport_Chinon_AMI-A200-A210-A220-EDF-indB-BPO-ss-annexes-Figure8-1.png
Graphs and Tables,Description, coût de la solution »,Dieulouard BURGEAPdimensionnementpilote.pdf,Dieulouard,/database/Graphs and Tables/Description/Dieulouard BURGEAPdimensionnementpilote-Table27-1.png
Graphs and Tables,Description,Tableau 22 : planning général des opérations,Diagenv- Dieulouard (54)-VF.pdf,Dieulouard,/database/Graphs and Tables/Description/Diagenv- Dieulouard (54)-VF-Table22-1.png
Graphs and Tables,Description,Tabl. 10 - Comparatif des techniques proposées et ordre de grandeur des couts associés,Nantes plan de gestion R2V1.pdf,Nantes,/database/Graphs and Tables/Description/Nantes plan de gestion R2V1-Table10-1.png
Graphs and Tables,Description,"Figure 5. Identification et importance relative des grands groupes bactériens présents dans chacun des échantillons SD8, SD9 et blanc analysés. (N.I. Non Identifiées, correspond à des espèces bactériennes présentes mais dont l’identité ou la fonction reste à ce jour inconnue).",URS PAR-RAP-10-03122B SNCF In-Situ Le Mans Diagno.pdf,Le Man Rapports finaux Le Mans,/database/Graphs and Tables/Description/URS PAR-RAP-10-03122B SNCF In-Situ Le Mans Diagno-Figure5-1.png
Graphs and Tables,Description,FIGURE 6 : ESSAIS DE VENTING - EVOLUTION DES COV EN FONCTION DU DEBIT,P16SSPET1048-Rapport_Chinon_AMI-A200-A210-A220-EDF-indB-BPO-Annexes.pdf,Chinon,/database/Graphs and Tables/Description/P16SSPET1048-Rapport_Chinon_AMI-A200-A210-A220-EDF-indB-BPO-Annexes-Figure6-1.png
Graphs and Tables,Description,,B-Rapport phases2&3-V3_Flins_BC1BC2.pdf,Flins,/database/Graphs and Tables/Description/B-Rapport phases2&3-V3_Flins_BC1BC2-Table6-1.png
Graphs and Tables,Description,,PAR-RAP-11-07679B Caractérisation complémentaire - Gde Synthe.pdf,Grande-Synthe,/database/Graphs and Tables/Description/PAR-RAP-11-07679B Caractérisation complémentaire - Gde Synthe-Table1-1.png
Graphs and Tables,Description,Tableau 5 - Indices organoleptiques et mesure PID réalisées lors des forages,P16SSPET1048-Rapport_Chinon_AMI-A200-A210-A220-EDF-indB-BPO-ss-annexes.pdf,Chinon,/database/Graphs and Tables/Description/P16SSPET1048-Rapport_Chinon_AMI-A200-A210-A220-EDF-indB-BPO-ss-annexes-Table5-1.png
Graphs and Tables,Description,Table 2.1. List of 18 preliminary selected plant species with indication of cultivars used (if relevant).,La Combe du Saut Phytostabilization_Hasselt_IRH.pdf,ADEME,/database/Graphs and Tables/Description/La Combe du Saut Phytostabilization_Hasselt_IRH-Table2.1-1.png
Graphs and Tables,Description,Tableau 12 - Equipements des ouvrages prélevés,P16SSPET1048-Rapport_Chinon_AMI-A200-A210-A220-EDF-indB-BPO-ss-annexes.pdf,Chinon,/database/Graphs and Tables/Description/P16SSPET1048-Rapport_Chinon_AMI-A200-A210-A220-EDF-indB-BPO-ss-annexes-Table12-1.png
Graphs and Tables,Description,,B-Rapport phases2&3-V3_Flins_BC1BC2.pdf,Flins,/database/Graphs and Tables/Description/B-Rapport phases2&3-V3_Flins_BC1BC2-Table1-1.png
